,bookUrl,bookInfo
136,http://product.dangdang.com/25079360.html, Python 3面向对象编程 第2版（影印版）
137,http://product.dangdang.com/25084232.html, Python机器学习（影印版）
138,http://product.dangdang.com/1223492520.html," Python for Data Analysis: Data Wrangling with Pandas, NumPy美国发货无法退货，约五到八周到货"
139,http://product.dangdang.com/1068315426.html, Python for Kids: A Playful Introduction to Programming [ISB美国发货无法退货，约五到八周到货
140,http://product.dangdang.com/1154107839.html, 【预订】Python 3 Text Processing with Nltk 3 Cookbook美国库房发货，通常付款后3-5周到货！
141,http://product.dangdang.com/1226680797.html, 【共4册】从零开始学Python网络爬虫+精通Python网络爬虫：核心技术、框架与项目实战+Python爬虫开发与项
142,http://product.dangdang.com/1153119139.html, 【预订】Python for Finance美国库房发货，通常付款后3-5周到货！
143,http://product.dangdang.com/1169670239.html, 【预订】Python Network Programming Cookbook美国库房发货，通常付款后3-5周到货！
144,http://product.dangdang.com/1039941857.html, PYTHON高性能编程+流畅的Python Python 学习入门到进阶 Python 编程语言引进版 (美)戈雷利克【好评返5元店铺礼券】
145,http://product.dangdang.com/25231173.html, Python――统计人的视角(统计数据分析与应用丛书)吴喜之老师又一力作！以一个统计学家的视角，力图用*简单的方式让你尽快掌握Python精髓计算机语言类图书。使用Python 3.X版本。
146,http://product.dangdang.com/1221076620.html, Python & XML美国发货无法退货，约五到八周到货
147,http://product.dangdang.com/1182414326.html, Python: The Complete Reference [ISBN: 978-0072127188]美国发货无法退货，约五到八周到货
148,http://product.dangdang.com/23792587.html, Python Web开发 测试驱动方法实战式TDD开发指南，使用Python、Django等流行技术开发现代Web应用！
149,http://product.dangdang.com/1226673997.html, 【共5册】自己动手写网络爬虫(修订版)（配光盘）+Python 网络爬虫实战+精通Scrapy网络爬虫+精通Pytho
150,http://product.dangdang.com/1162375708.html, 【预订】Python 3 and C or C++美国库房发货，通常付款后3-5周到货！
151,http://product.dangdang.com/22859773.html, Python入门经典：以解决计算问题为导向的Python编程实践(美国密歇根州立大学专家亲自执笔，被美国多所知名高校采
152,http://product.dangdang.com/24214704.html, 算法图解像小说一样有趣的算法入门书 代码示例基于Python 熟练掌握算法设计与分析
153,http://product.dangdang.com/22634348.html, Head First Python（中文版）经典Python图书，初中级Python独门秘笈。累计印刷10多次，销量逾50000册。
154,http://product.dangdang.com/1230222270.html, 区域包邮！量化投资:以Python 为工具+零起点Python大数据与量化交易 +Python机器学习快速入门 +Py
155,http://product.dangdang.com/24103416.html, Python科学计算基础教程以数据为基础 通过精彩案例展示Numpy等科学计算模块的强大功能和广泛应用 剖析Python关于并行与大数据计算的方法
156,http://product.dangdang.com/1347636096.html, Python全栈开发实践入门 +Python物联网全栈开发实践 2本
157,http://product.dangdang.com/1444593186.html, 区域包邮TZ Python机器学习及实践+实用机械学习+大战机械学习+深入浅出深度学习 机械 共4本本书介绍了实用机器学习的工作流程，主要从实用角度进行了描述，没有数学公式和推导
158,http://product.dangdang.com/1028105026.html, Python [ISBN: 978-0763663964]美国发货无法退货，约五到八周到货
159,http://product.dangdang.com/24189864.html, Python语言程序设计基础（第2版）
160,http://product.dangdang.com/25171220.html, PyQt5快速开发与实战本书旨在帮助读者以*短的时间掌握PyQt 5的基础知识并能够实战应用，希望本书对有Python程序开发需求的读者有帮助
161,http://product.dangdang.com/21053343.html, Python学习手册：第4版(数十万Python爱好者的入门必读之作，经典连续畅销最新版)
162,http://product.dangdang.com/1226669397.html, 【共4册】自己动手写网络爬虫(修订版)（配光盘）+Python 网络爬虫实战+精通Scrapy网络爬虫+精通Pytho
163,http://product.dangdang.com/22528961.html, 深入浅出Python（影印版）
164,http://product.dangdang.com/1390387495.html, Python机器学习经典实例*9787115465276 (美)普拉提克?乔西(Prateek Joshi)全新正版图书
165,http://product.dangdang.com/25176449.html," 精通Scrapy网络爬虫资深Python工程师10年开发经验分享,深入讲解Scrapy的核心技术与知识点"
166,http://product.dangdang.com/1042225495.html, Python项目开发实战 第2版会写代码不等于能做好项目！网罗Python项目开发中的流程，让你的编程事半功倍
167,http://product.dangdang.com/20850780.html, Python技术手册(第2版)
168,http://product.dangdang.com/24229766.html, 机器人系统设计与制作：Python语言实现使用Python、ROS和Open-CV，从零基础开始学习机器人的程序设计、仿真，并实现一个交互式自主移动机器人的搭建！
169,http://product.dangdang.com/1431462661.html, Python程序设计( 货号:711152627)
170,http://product.dangdang.com/23908887.html, 跟老齐学Python：从入门到精通Python领域经典开发指南，不可错过的编程实践宝典
171,http://product.dangdang.com/23478954.html, Python开发实战
172,http://product.dangdang.com/1442548591.html, Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社全新正版图书
173,http://product.dangdang.com/1329570495.html," Python编程实战 9787111473947 (美)萨默菲尔德 ,爱飞翔全新正版图书"
174,http://product.dangdang.com/24181662.html, 基于ArcGIS的Python编程秘笈（第2版）80多个编程技巧，教你如何更好地完成地理信息处理。
175,http://product.dangdang.com/21004615.html, Python参考手册(第4版)
176,http://product.dangdang.com/23906336.html, Python和HDF 5大数据应用深入体验在Python语言中用HDF5存储科学数据
177,http://product.dangdang.com/1325811595.html, Python金融实战 [美] Yuxing Yan 严玉星全新正版图书
178,http://product.dangdang.com/1291060651.html," Python开发实战 [日]BePROUD股份有限公司,盛荣 9787115320896"
179,http://product.dangdang.com/25197516.html, 达人迷 Raspberry Pi趣味编程13例树莓派 用python和scratch进行编程 创客教育趣学指南 树莓派实战指南 设计游戏网站电子项目
180,http://product.dangdang.com/1224398290.html," Python开发实践教程 于京、宋伟 9787517048954睿智启图书正版保证,放心选购,配送及时 服务专业"
181,http://product.dangdang.com/1142027597.html, Python数据科学入门 [俄]德米特里?齐诺维耶夫(Dmitry Zinoviev) 9787115470607全新正版
182,http://product.dangdang.com/1447236660.html, 正版 精通Python爬虫框架ScrapyScrapy从入门到精通 数据抓取软件架构开发设计教程Web数据分布式爬取技品质好书 正版保障 优质服务 发货及时 售后无忧
183,http://product.dangdang.com/1188935041.html, Python 数据可视化编程实战
184,http://product.dangdang.com/1023079247.html, Python高手之路(第3版) (法)朱利安?丹乔(Julien Danjou) 著;王飞龙 译【好评返5元店铺礼券】作者开发OpenStack这个大规模项目时的经验总结 关注如何利用Python编程有效地解决问题以及如何构建良好的Python应用程序
185,http://product.dangdang.com/1154612595.html, Python自动化运维 技术与佳实践 9787111483069 刘天斯全新正版图书
186,http://product.dangdang.com/23783571.html, 树莓派Python编程入门与实战Raspberry Pi和Python语言相结合的指南
187,http://product.dangdang.com/1354789184.html, 21天学通Python-(含DVD光盘1张)
188,http://product.dangdang.com/1446836160.html, 正版 Python程序设计 第3版约翰Python之父作序推荐编程从入门到精通教程Python3自学品质好书 正版保障 优质服务 发货及时 售后无忧
189,http://product.dangdang.com/1225797397.html, Head First Python(第二版) Paul Barry 9787519813635全新正版
190,http://product.dangdang.com/1174975695.html, Python极客项目编程*9787115449764 [美] Mahesh Venkitachalam全新正版图书
191,http://product.dangdang.com/1438607395.html, Python 3.5从零开始学
192,http://product.dangdang.com/24101643.html," 轻量级DjangoDjango,Python"
193,http://product.dangdang.com/1392134345.html, 义博！游戏编程权威指南（第4版） 游戏编程入门（第4版） Python游戏编程入门计算机编程书籍共3本
194,http://product.dangdang.com/1238185876.html, Python程序设计――从基础到开发 夏敏捷 杨关 张慧档 张慎武 宋宝卫 9787302472551 清华大学出版社全新正版教材
195,http://product.dangdang.com/1010481626.html, The Greedy Python: Lap Edition (The World of Eric Carle) [I美国发货无法退货，约五到八周到货
196,http://product.dangdang.com/23577813.html, 计算机科学导论――以Python为舟
197,http://product.dangdang.com/23351045.html, 计算机编程导论――Python程序设计
198,http://product.dangdang.com/23592710.html, 面向ArcGIS的Python脚本编程
199,http://product.dangdang.com/1329587895.html, PYTHON数据科学实践指南 9787111566526 纪路全新正版图书
200,http://product.dangdang.com/1154492595.html, Python树莓派编程 Wolfram Donat 沃尔弗拉姆 多纳特(Wolfram Donat) 97871115全新正版图书
201,http://product.dangdang.com/1238185576.html," Python编程与问题求解 [印]E Balagurusamy 秦臻,肖俊超 9787302484912 清华大学出版全新正版教材"
